ID,NameSubtext_lang,Description_lang,AuraDescription_lang
12301,"等级 1",使你的血性狂暴技能产生的怒气值增加$s1%。,
12303,"等级 1",使你在防御姿态下由于攻击而造成的威胁值提高$s1%，并使你的精准等级提高$s2。,
12304,,拓取埃达拉斯废墟中的符文。,
12308,"等级 1",使你的破甲攻击和毁灭打击消耗的怒气值减少$/10;s1点。,
12310,,使你在战斗时仍保留$s1%的生命值回复速度。,
12311,"等级 1",你的盾击和英勇投掷有$h%的几率使目标沉默$18498d，盾牌猛击造成的伤害提高$s2%。,
12312,"等级 1",使你的盾墙、反击风暴和鲁莽的冷却时间缩短$/1000;s1秒。,
12313,"等级 1",使你的缴械技能的冷却时间缩短$/1000;s1秒，被缴械的目标受到的伤害提高$s2%。,
12317,"等级 1",使你有$h%的几率在受到伤害性的攻击之后获得$12880s1%的伤害加成，持续$12880d。这个效果不与破坏能手叠加。,
12318,"等级 1",使你的战斗怒吼所提供的近战攻击强度加成和命令怒吼所提供的生命值加成提高$s1%。,
12319,"等级 1",在你的近战攻击打出爆击之后，使你的下3次近战攻击速度提高$12966s1%。,
12320,"等级 1",使你用近战武器对敌人造成爆击的几率提高$s1%。,
12321,"等级 1",使你的战斗怒吼、挫志怒吼和命令怒吼的作用范围和持续时间提高$s1%。,
12322,"等级 1",使你有一定几率在对敌人造成近战伤害之后获得1个额外的怒气点数。,
12323,,使战士身边半径$a1码范围内的所有敌人眩晕，移动速度降低$s1%，持续$d。,眩晕。
12324,"等级 1",使你的挫志怒吼技能降低敌人近战攻击强度的效果提高$s1%。,
12325,"等级 1",使你的心灵之怒技能的冷却时间缩短$/1000;s1秒。,
12327,"等级 1",使你的挑战怒吼技能的冷却时间缩短$/60000;s1分钟。,
12328,,你在接下来的$n次近战攻击中可以攻击到一个额外的敌人。,你在接下来的$n次近战攻击中可以攻击到一个额外的敌人。
12329,"等级 1",使你的顺劈斩技能附加的伤害提高$s1%。,
12330,"等级 2",使你的猛击技能造成的伤害提高$s2%，施放时间缩短$/1000;S1秒，并且允许在移动时施放猛击。,
12338,"等级 2",使你的火球术的施法时间缩短$/1000;S1秒。,
12339,"等级 3",使你的火球术的施法时间缩短$/1000;S1秒。,
12340,"等级 4",使你的火球术的施法时间缩短$/1000;S1秒。,
12341,"等级 5",使你的火球术的施法时间缩短$/1000;S1秒。,
12346,,在堕神圣地中使用。,
12347,,在你靠近暗影蛛丝偷猎者的时候右键点击命令法杖，让拆毁者发起攻击。,
12349,"等级 2",使你的烈焰风暴、炎爆术、冲击波、龙息术、活动炸弹、暴风雪和魔爆术的爆击几率提高$s1%。,
12350,"等级 3",使你的烈焰风暴、炎爆术、冲击波、龙息术、活动炸弹、暴风雪和魔爆术的爆击几率提高$s1%。,
12351,"等级 2",使你在施放或引导火焰系法术时因受到伤害而承受的施法推迟时间缩短$s1%，火焰系法术所造成的威胁值降低$s2%。,
12353,"等级 2",使你的所有火焰法术（霜火之箭除外）的射程延长$s1码。,
12355,"等级 1",使目标昏迷$12355d。,昏迷。
12357,"等级 2",你的伤害性法术有$h%的几率使你的下一个火焰冲击可以令目标昏迷$12355d。,
12358,"等级 3",你的伤害性法术有$h%的几率使你的下一个火焰冲击可以令目标昏迷$12355d。,
12378,"等级 2",使你的火焰法术的伤害提高$s1%。,
12398,"等级 3",使你的火焰法术的伤害提高$s1%。,
12399,"等级 4",使你的火焰法术的伤害提高$s1%。,
12400,"等级 5",使你的火焰法术的伤害提高$s1%。,
12418,,使你的侦测潜行能力提高。,提高潜行侦测能力。
12420,,召唤$s1个骷髅仆从为施法者作战，直到被解散。,
12421,,对半径8码范围内的所有敌人造成$s1点火焰伤害，并使它们瘫痪$d。任何伤害都会打断这个效果。对60级以上目标使用的效果很差。,瘫痪。任何伤害都会打断这个效果。
12438,,使你的坠落速度减缓$d。,坠落速度减缓。
12459,,"在弓或枪械上加装永久性的瞄准镜，使其攻击伤害提高5点。

加装瞄准镜后的远程武器会变成灵魂绑定物品。",
12460,,"在弓或枪械上加装永久性的瞄准镜，使其攻击伤害提高7点。

加装瞄准镜后的远程武器会变成灵魂绑定物品。",
12461,,对目标造成普通伤害外加$s2点伤害，并将它击昏$d。,昏迷。
12463,"等级 2",使你在施放奥术飞弹和奥术冲击时因受到伤害而承受的施法打退效果降低$s1%。,
12464,"等级 3",使你在施放奥术飞弹和奥术冲击时因受到伤害而承受的施法打退效果降低$s1%。,
12467,"等级 2",使你的魔爆术、奥术冲击、冲击波、火焰冲击、灼烧、火球术、冰枪术和冰锥术的伤害提高$s1%。,
12469,"等级 3",使你的魔爆术、奥术冲击、冲击波、火焰冲击、灼烧、火球术、冰枪术和冰锥术的伤害提高$s1%。,
12472,,提高你的施法速度，使所有法术的施法速度提高$s1%，在施法时因受到伤害而承受的施法推迟时间缩短$s2%，持续$d。,所有法术的施法速度提高$s1%，受到伤害所造成的施法推迟时间缩短$s2%。
12473,"等级 2",使你的寒冰箭的施法时间缩短$/1000;S1秒。,
12479,,,你被变形了......
12480,,,被迦玛兰的妖术变形！大家小心啦！
12484,"等级 1",令目标被冻僵，持续$d。,移动速度降低。
12485,"等级 2",令目标被冻僵，持续$d。,移动速度降低。
12486,"等级 3",令目标被冻僵，持续$d。,移动速度降低。
12487,"等级 2",为你的暴风雪法术增加冰冷效果，使目标的移动速度降低$12485s1%，持续$12485d。,
12488,"等级 3","为你的暴风雪法术增加冰冷效果，使目标的移动速度降低$12486s1%,，持续$12486d。",
12489,"等级 2",使你的冰锥术的伤害提高$s1%。,
12490,"等级 3",使你的冰锥术的伤害提高$s1%。,
12493,,降低一名敌人造成的物理伤害，持续$d。,物理伤害能力降低$s1点。
12494,,你的寒冷效果有一定几率将目标冰冻$12494d。,被冻结。
12496,"等级 2",你的寒冷效果有$s1%的几率将目标冰冻$12494d。,
12497,"等级 3",你的寒冷效果有$s1%的几率将目标冰冻$12494d。,
12500,"等级 2",使你的智力总值提高$s1%。,
12501,"等级 3",使你的智力总值提高$s1%。,
12502,"等级 4",使你的智力总值提高$s1%。,
12503,"等级 5",使你的智力总值提高$s1%。,
12505,"等级 2",发射一枚巨大的火球，对目标造成$s1点火焰伤害，并在$d内造成总计$o2点额外的火焰伤害。,每$t2秒$s2点火焰伤害。
12506,,施放一个阿塔莱图腾，持续$d。周期性地召唤阿塔莱骷髅，每个骷髅可存在$12504d。,
12518,"等级 2",使你的所有法术消耗的法力值减少$s1%，冰霜系法术所造成的威胁值降低$s2%。,
12519,"等级 3",使你的所有法术消耗的法力值减少$s1%，冰霜系法术所造成的威胁值降低$s2%。,
12522,"等级 3",发射一枚巨大的火球，对目标造成$s1点火焰伤害，并在$d内造成总计$o2点额外的火焰伤害。,每$t2秒$s2点火焰伤害。
12523,"等级 4",发射一枚巨大的火球，对目标造成$s1点火焰伤害，并在$d内造成总计$o2点额外的火焰伤害。,每$t2秒$s2点火焰伤害。
12524,"等级 5",发射一枚巨大的火球，对目标造成$s1点火焰伤害，并在$d内造成总计$o2点额外的火焰伤害。,每$t2秒$s2点火焰伤害。
12525,"等级 6",发射一枚巨大的火球，对目标造成$s1点火焰伤害，并在$d内造成总计$o2点额外的火焰伤害。,每$t2秒$s2点火焰伤害。
12526,"等级 7",发射一枚巨大的火球，对目标造成$s1点火焰伤害，并在$d内造成总计$o2点额外的火焰伤害。,每$t2秒$s2点火焰伤害。
12530,,使附近敌人的所有属性降低$s1点，持续$d。,所有属性降低$s1点。
12531,,一次冰冷刺骨的触摸减缓目标的速度，在$d内使攻击和移动速度降低$12531s2%。,"攻击间隔延长$s1%。
移动速度降低$s2%。"
12533,,对施法者面前一个锥形区域中的敌人造成$s2点自然伤害，并在$t1秒内造成$s1点额外伤害。持续$d。,每$t1秒造成$s1点自然伤害。
12534,,在哨岗火盆上使用。,
12536,,使你有一定几率在任何伤害法术命中目标之后进入节能施法状态。节能施法状态可以使你的下一个伤害性法术所消耗的法力值减少$/10;12536s1%。,你的下一个伤害法术所消耗的法力值减少$/10;s1%。
12539,,你的攻击有一定几率使你的目标感染食尸鬼腐气。,
12540,,对目标造成$s1点伤害，令其昏迷最多$d，并使你不再攻击这个目标。这个技能必须在目标面对着你的时候发动，任何后继的伤害都会令目标醒来。,瘫痪。
12541,,命中率降低$s1%。,击中目标的几率降低$s1%。
12712,"等级 3",使你的双手近战武器伤害提高$s1%。,
12721,,你的爆击导致目标流血。,流血。
12543,,对半径3码范围内的所有敌人造成$s1点火焰伤害，并使它们瘫痪$d。任何伤害都会打断这个效果。,瘫痪。任何伤害都会打断这个效果。
12544,,一层寒冰包裹施法者，持续$d。这层厚重的寒冰能提高护甲值，并且使攻击者的移动速度降低，攻击间隔增加。,"护甲提高$s1点。
降低近战攻击者的移动和攻击速度。"
12545,,对目标造成暗影伤害并使其受到的伤害提高，持续$d。,受到物理攻击时所承受的伤害提高$s1点。
12549,,对施法者面前一个锥形区域中的敌人造成自然伤害。,
12550,,$n颗闪电球环绕着施法者，有$h%的几率对近战或远程攻击者造成自然伤害。每次闪电之盾发动反击都会消耗一颗闪电球。因此，闪电之盾最多可维持$d，或者在反击$n次后消失。,有$h%的几率在击中敌人时对其造成自然伤害。
12551,,射击敌人，造成冰霜伤害并使其移动速度降低$s2%，持续$d。,移动速度降低$s2%。
12555,,击打目标，对其造成$s1点伤害，并且使其在$d内不能施法。,
12557,,对施法者面前一个锥形区域内的敌人造成冰霜伤害，并降低他们的移动速度，持续$d。,移动速度降低。
12560,,采矿技能+$s1点。,
12562,,对半径10码范围内的所有敌人造成$s1点火焰伤害，并使它们瘫痪$d。任何伤害都会打断这个效果。对60级以上目标使用的效果很差。,瘫痪。任何伤害都会打断这个效果。
12565,,提高你的奔跑速度。奔跑的距离越长，就可以越快达到最高速度。你无法在战斗中、水下或是室内使用原野疾驰。,
12569,"等级 2",使你的冰冷效果的持续时间延长$/1000;S1秒，并使目标身上的减速效果提高$s2%，目标受到的治疗效果降低$s3%。,
12571,"等级 3",使你的冰冷效果的持续时间延长$/1000;S1秒，并使目标身上的减速效果提高$s2%，目标受到的治疗效果降低$s3%。,
12574,"等级 2",使你有$h%的几率在任何伤害法术命中目标之后进入节能施法状态。节能施法状态可以使你的下一个伤害性法术所消耗的法力值减少$/10;12536s1%。,
12575,"等级 3",使你有$h%的几率在任何伤害法术命中目标之后进入节能施法状态。节能施法状态可以使你的下一个伤害性法术所消耗的法力值减少$/10;12536s1%。,
12576,"等级 4",使你有$h%的几率在任何伤害法术命中目标之后进入节能施法状态。节能施法状态可以使你的下一个伤害性法术所消耗的法力值减少$/10;12536s1%。,
12577,"等级 5",使你有$h%的几率在任何伤害法术命中目标之后进入节能施法状态。节能施法状态可以使你的下一个伤害性法术所消耗的法力值减少$/10;12536s1%。,
12579,,法术对该目标造成爆击的几率提高$12579s1%，持续$12579d，可叠加最多$12579u次。,法术爆击几率提高$s1%。
12592,"等级 2",使你的增益法术和持续伤害法术被驱散的几率降低$s2%，并使你的奥术系法术造成的威胁值降低$s1%。,
12598,"等级 2",你的法术反制可以使目标沉默$55021d。,
12605,"等级 2",使你的法力护盾每吸收一点伤害所消耗的法力值减少$s1%，并使法师护甲所提供的抗性值提高$s2%。,
12606,"等级 2",使你的奥术法术的射程延长$s2码，魔法抑制和魔法增效的效果提高$s1%。,
12608,,使你的侦测潜行能力略微提高，持续$d。,侦测潜行能力略微提高。
12612,,践踏地面，对附近的敌人造成普通伤害，并将它们击退。,
12626,,一片疫病之云包围携带者，对半径$12626a1内所有敌人每$12627t1秒造成$12626s1点自然伤害。,
12627,,一片疫病之云包围携带者，对半径$37864a1码内所有敌人每$t1秒造成$12626s1点自然伤害。,每$t1秒造成一次自然伤害。
12642,,召唤一个冰霜亡魂。,
12654,,你的火焰法术在造成爆击之后使目标燃烧，令其在$12654d内承受部分相当于你的法术伤害的额外伤害。,每$t1秒造成一次火焰伤害。
12656,专家级,使技师可以制造专家级的炸弹和小机械等工程学物品，技能上限为300点。,
12658,"等级 2",使你的撕裂技能造成的流血伤害提高$s1%。,
12663,"等级 2",使你的英勇打击技能所消耗的怒气值减少$/10;s1点。,
12664,"等级 3",使你的英勇打击技能所消耗的怒气值减少$/10;s1点。,
12665,"等级 2",使你的雷霆一击技能所消耗的怒气值减少$/10;s1点，伤害提高$s2%，减速效果提高$/10;s3%。,
